timestamp,wind_power_norm,U10,V10,U100,V100,ws10,ws100,wd10_sin,wd10_cos,wd100_sin,wd100_cos,shear
2012-01-01 01:00:00,0.0,2.12460013902668,-2.68196636902142,2.86427959225713,-3.66607576475047,3.421530265146595,4.652333725724264,-0.7838499622058762,0.6209502691438714,-0.7880079076183951,0.6156651180072482,1.3597230961582436
2012-01-01 02:00:00,0.0548791196734229,2.52169465408196,-1.79696009092255,3.34485867183801,-2.46476146094415,3.0964511132575487,4.15489212783262,-0.5803289072541179,0.8143821949215501,-0.5932191222085665,0.8050410381130255,1.3418239060979598
2012-01-01 03:00:00,0.110233998070724,2.67220985488329,-0.822516219753058,3.50844801694858,-1.21409293517559,2.7959324813543396,3.7125771564876198,-0.29418314828355013,0.9557490650092099,-0.3270216035925336,0.9450168626981044,1.3278493601852863
2012-01-01 04:00:00,0.165116055637106,2.45750434785786,-0.143642299016967,3.21523251256354,-0.355546414667506,2.461698748792623,3.2348312726985577,-0.058350884358786194,0.9982961355702763,-0.10991188865653029,0.9939413346530843,1.31406463698498
2012-01-01 05:00:00,0.156940134185841,2.24589768320187,0.389576113004104,2.95767835330642,0.332700922366452,2.27943544572662,2.9763318271592074,0.1709090352764599,0.9852868118780793,0.11178220093960492,0.9937327304426968,1.3057320104147263
2012-01-01 06:00:00,0.168781125506688,1.98603761593604,0.796304214825287,2.65540599936508,0.882647967088621,2.1397303134884607,2.798258110909309,0.3721516724820571,0.9281719305542523,0.3154276453796465,0.948949630133366,1.3077620545307098
2012-01-01 07:00:00,0.114744853861423,1.31978650650661,1.44068077823414,1.94670752158503,1.94132314588317,1.953816144761387,2.7492554867340826,0.7373676290355792,0.6754916577208399,0.706126860617571,0.7080853456430047,1.4071208768058572
2012-01-01 08:00:00,0.0854243022705468,-0.122060578816752,2.35890673375924,-0.235427168384711,4.32388465225841,2.362062607865373,4.330289186376525,0.9986639329137068,-0.05167542063038699,0.9985209915914472,-0.05436753949952945,1.8332660497470321
2012-01-01 09:00:00,0.153181090674978,-1.38019058080907,2.90362426488939,-3.04814500871146,6.04152004736207,3.2149587728318587,6.7669160240696336,0.9031606530779139,-0.4293027308693434,0.8928025744478931,-0.45044818021523203,2.104822021748377
2012-01-01 10:00:00,0.139272624528741,-1.71088133080494,2.01393316048682,-4.21364833598713,4.87762817559306,2.6425445508080494,6.44562556457528,0.7621189053826889,-0.6474370811579236,0.7567346453384095,-0.6537221707610592,2.439173849539947
