datetime,time,consumption
2025-07-01 00:00:00,00:00,34.0556962
2025-07-01 00:10:00,00:10,29.81468354
2025-07-01 00:20:00,00:20,29.12810127
2025-07-01 00:30:00,00:30,28.22886076
2025-07-01 00:40:00,00:40,27.335696199999997
2025-07-01 00:50:00,00:50,26.62481013
2025-07-01 01:00:00,01:00,25.99898734
2025-07-01 01:10:00,01:10,25.446075949999997
2025-07-01 01:20:00,01:20,24.77772152
2025-07-01 01:30:00,01:30,24.27949367
2025-07-01 01:40:00,01:40,23.89670886
2025-07-01 01:50:00,01:50,23.5443038
2025-07-01 02:00:00,02:00,23.0035443
2025-07-01 02:10:00,02:10,22.32911392
2025-07-01 02:20:00,02:20,22.0921519
2025-07-01 02:30:00,02:30,21.90379747
2025-07-01 02:40:00,02:40,21.68506329
2025-07-01 02:50:00,02:50,21.484556960000003
2025-07-01 03:00:00,03:00,21.1078481
2025-07-01 03:10:00,03:10,20.99848101
2025-07-01 03:20:00,03:20,20.870886080000002
2025-07-01 03:30:00,03:30,20.870886080000002
2025-07-01 03:40:00,03:40,20.59746835
2025-07-01 03:50:00,03:50,20.421265820000002
2025-07-01 04:00:00,04:00,20.52455696
2025-07-01 04:10:00,04:10,20.48202532
2025-07-01 04:20:00,04:20,20.53063291
2025-07-01 04:30:00,04:30,20.512405060000003
2025-07-01 04:40:00,04:40,20.49417722
2025-07-01 04:50:00,04:50,20.31189873
2025-07-01 05:00:00,05:00,20.54278481
2025-07-01 05:10:00,05:10,20.62177215
2025-07-01 05:20:00,05:20,20.627848099999998
2025-07-01 05:30:00,05:30,20.79797468
2025-07-01 05:40:00,05:40,20.85873418
2025-07-01 05:50:00,05:50,21.393417720000002
2025-07-01 06:00:00,06:00,22.21974684
2025-07-01 06:10:00,06:10,21.92810127
2025-07-01 06:20:00,06:20,21.77620253
2025-07-01 06:30:00,06:30,21.65468354
2025-07-01 06:40:00,06:40,21.46632911
2025-07-01 06:50:00,06:50,20.84658228
2025-07-01 07:00:00,07:00,19.983797470000003
2025-07-01 07:10:00,07:10,18.90835443
2025-07-01 07:20:00,07:20,18.16708861
2025-07-01 07:30:00,07:30,18.07594937
2025-07-01 07:40:00,07:40,18.06379747
2025-07-01 07:50:00,07:50,18.04556962
2025-07-01 08:00:00,08:00,18.385822779999998
2025-07-01 08:10:00,08:10,18.98734177
2025-07-01 08:20:00,08:20,19.57670886
2025-07-01 08:30:00,08:30,19.83797468
2025-07-01 08:40:00,08:40,20.16607595
2025-07-01 08:50:00,08:50,20.676455699999998
2025-07-01 09:00:00,09:00,21.29620253
2025-07-01 09:10:00,09:10,22.0435443
2025-07-01 09:20:00,09:20,22.65113924
2025-07-01 09:30:00,09:30,23.13113924
2025-07-01 09:40:00,09:40,23.64151899
2025-07-01 09:50:00,09:50,24.66835443
2025-07-01 10:00:00,10:00,25.27594937
2025-07-01 10:10:00,10:10,25.92
2025-07-01 10:20:00,10:20,26.393924050000003
2025-07-01 10:30:00,10:30,26.86177215
2025-07-01 10:40:00,10:40,27.511898730000002
2025-07-01 10:50:00,10:50,28.14987342
2025-07-01 11:00:00,11:00,28.714936710000003
2025-07-01 11:10:00,11:10,29.04303797
2025-07-01 11:20:00,11:20,29.261772150000002
2025-07-01 11:30:00,11:30,29.47443038
2025-07-01 11:40:00,11:40,29.52303797
2025-07-01 11:50:00,11:50,29.711392410000002
2025-07-01 12:00:00,12:00,29.644556960000003
2025-07-01 12:10:00,12:10,29.802531650000002
2025-07-01 12:20:00,12:20,29.88759494
2025-07-01 12:30:00,12:30,30.03949367
2025-07-01 12:40:00,12:40,29.966582279999997
2025-07-01 12:50:00,12:50,29.99696203
2025-07-01 13:00:00,13:00,30.25822785
2025-07-01 13:10:00,13:10,30.40405063
2025-07-01 13:20:00,13:20,30.094177220000002
2025-07-01 13:30:00,13:30,30.16101266
2025-07-01 13:40:00,13:40,30.31898734
2025-07-01 13:50:00,13:50,30.15493671
2025-07-01 14:00:00,14:00,29.984810130000003
2025-07-01 14:10:00,14:10,30.02126582
2025-07-01 14:20:00,14:20,30.02126582
2025-07-01 14:30:00,14:30,29.91189873
2025-07-01 14:40:00,14:40,29.7478481
2025-07-01 14:50:00,14:50,29.70531646
2025-07-01 15:00:00,15:00,29.57164557
2025-07-01 15:10:00,15:10,29.553417720000002
2025-07-01 15:20:00,15:20,29.38329114
2025-07-01 15:30:00,15:30,29.06126582
2025-07-01 15:40:00,15:40,28.885063289999998
2025-07-01 15:50:00,15:50,28.854683540000003
2025-07-01 16:00:00,16:00,28.8364557
2025-07-01 16:10:00,16:10,28.70886076
2025-07-01 16:20:00,16:20,28.556962029999998
2025-07-01 16:30:00,16:30,28.51443038
2025-07-01 16:40:00,16:40,28.66632911
2025-07-01 16:50:00,16:50,29.09772152
2025-07-01 17:00:00,17:00,29.7235443
2025-07-01 17:10:00,17:10,30.87189873
2025-07-01 17:20:00,17:20,32.70075949
2025-07-01 17:30:00,17:30,35.79341772
2025-07-01 17:40:00,17:40,38.32101266
2025-07-01 17:50:00,17:50,39.12911392
2025-07-01 18:00:00,18:00,39.560506329999996
2025-07-01 18:10:00,18:10,39.51797468
2025-07-01 18:20:00,18:20,39.59696203
2025-07-01 18:30:00,18:30,39.46936709
2025-07-01 18:40:00,18:40,39.68202532
2025-07-01 18:50:00,18:50,39.88860759
2025-07-01 19:00:00,19:00,39.99189873
2025-07-01 19:10:00,19:10,40.21063291
2025-07-01 19:20:00,19:20,40.21670886
2025-07-01 19:30:00,19:30,40.435443039999996
2025-07-01 19:40:00,19:40,40.51443038
2025-07-01 19:50:00,19:50,40.544810129999995
2025-07-01 20:00:00,20:00,40.2835443
2025-07-01 20:10:00,20:10,40.21670886
2025-07-01 20:20:00,20:20,40.47797468
2025-07-01 20:30:00,20:30,40.61164557
2025-07-01 20:40:00,20:40,40.435443039999996
2025-07-01 20:50:00,20:50,40.204556960000005
2025-07-01 21:00:00,21:00,39.58481013
2025-07-01 21:10:00,21:10,39.27493671
2025-07-01 21:20:00,21:20,39.14126582
2025-07-01 21:30:00,21:30,38.643037969999995
2025-07-01 21:40:00,21:40,38.01113924
2025-07-01 21:50:00,21:50,37.62227848
2025-07-01 22:00:00,22:00,36.953924050000005
2025-07-01 22:10:00,22:10,36.39493671
2025-07-01 22:20:00,22:20,35.289113920000005
2025-07-01 22:30:00,22:30,34.438481010000004
2025-07-01 22:40:00,22:40,33.67898734
2025-07-01 22:50:00,22:50,33.077468350000004
2025-07-01 23:00:00,23:00,32.117468349999996
2025-07-01 23:10:00,23:10,31.357974679999998
2025-07-01 23:20:00,23:20,30.70177215
2025-07-01 23:30:00,23:30,29.68101266
2025-07-01 23:40:00,23:40,28.83037975
2025-07-01 23:50:00,23:50,27.74886076
2025-07-02 00:00:00,00:00,26.70379747
2025-07-02 00:10:00,00:10,26.16911392
2025-07-02 00:20:00,00:20,25.622278480000002
2025-07-02 00:30:00,00:30,24.9721519
2025-07-02 00:40:00,00:40,24.43746835
2025-07-02 00:50:00,00:50,23.914936710000003
2025-07-02 01:00:00,01:00,23.62936709
2025-07-02 01:10:00,01:10,23.11898734
2025-07-02 01:20:00,01:20,22.73620253
2025-07-02 01:30:00,01:30,22.04962025
2025-07-02 01:40:00,01:40,21.855189869999997
2025-07-02 01:50:00,01:50,21.68506329
2025-07-02 02:00:00,02:00,21.53316456
2025-07-02 02:10:00,02:10,21.1078481
2025-07-02 02:20:00,02:20,20.98632911
2025-07-02 02:30:00,02:30,20.725063289999998
2025-07-02 02:40:00,02:40,20.88911392
2025-07-02 02:50:00,02:50,20.43341772
2025-07-02 03:00:00,03:00,20.372658230000003
2025-07-02 03:10:00,03:10,20.135696199999998
2025-07-02 03:20:00,03:20,20.12962025
2025-07-02 03:30:00,03:30,20.11746835
2025-07-02 03:40:00,03:40,20.08708861
2025-07-02 03:50:00,03:50,19.740759490000002
2025-07-02 04:00:00,04:00,19.831898730000002
2025-07-02 04:10:00,04:10,19.98987342
2025-07-02 04:20:00,04:20,20.16607595
2025-07-02 04:30:00,04:30,20.214683540000003
2025-07-02 04:40:00,04:40,20.14177215
2025-07-02 04:50:00,04:50,20.05670886
2025-07-02 05:00:00,05:00,20.25721519
2025-07-02 05:10:00,05:10,20.50025316
2025-07-02 05:20:00,05:20,20.712911390000002
2025-07-02 05:30:00,05:30,20.81012658
2025-07-02 05:40:00,05:40,21.04101266
2025-07-02 05:50:00,05:50,21.70936709
2025-07-02 06:00:00,06:00,22.74227848
2025-07-02 06:10:00,06:10,22.94886076
2025-07-02 06:20:00,06:20,23.25873418
2025-07-02 06:30:00,06:30,23.47139241
2025-07-02 06:40:00,06:40,23.65367089
2025-07-02 06:50:00,06:50,23.76911392
2025-07-02 07:00:00,07:00,23.38025316
2025-07-02 07:10:00,07:10,23.033924050000003
2025-07-02 07:20:00,07:20,22.803037970000002
2025-07-02 07:30:00,07:30,23.08253165
2025-07-02 07:40:00,07:40,22.803037970000002
2025-07-02 07:50:00,07:50,22.26835443
2025-07-02 08:00:00,08:00,22.74227848
2025-07-02 08:10:00,08:10,23.52607595
2025-07-02 08:20:00,08:20,24.34025316
2025-07-02 08:30:00,08:30,24.88101266
2025-07-02 08:40:00,08:40,25.19088608
2025-07-02 08:50:00,08:50,25.53113924
2025-07-02 09:00:00,09:00,25.98075949
2025-07-02 09:10:00,09:10,23.495696199999998
2025-07-02 09:20:00,09:20,23.62936709
2025-07-02 09:30:00,09:30,24.00607595
2025-07-02 09:40:00,09:40,24.77164557
2025-07-02 09:50:00,09:50,25.148354429999998
2025-07-02 10:00:00,10:00,25.51898734
2025-07-02 10:10:00,10:10,25.69518987
2025-07-02 10:20:00,10:20,26.35139241
2025-07-02 10:30:00,10:30,26.66734177
2025-07-02 10:40:00,10:40,26.79493671
2025-07-02 10:50:00,10:50,27.281012660000002
2025-07-02 11:00:00,11:00,27.64556962
2025-07-02 11:10:00,11:10,27.77316456
2025-07-02 11:20:00,11:20,27.894683540000003
2025-07-02 11:30:00,11:30,28.532658230000003
2025-07-02 11:40:00,11:40,28.81822785
2025-07-02 11:50:00,11:50,28.684556960000002
2025-07-02 12:00:00,12:00,28.93974684
2025-07-02 12:10:00,12:10,29.15240506
2025-07-02 12:20:00,12:20,29.67493671
2025-07-02 12:30:00,12:30,29.82683544
2025-07-02 12:40:00,12:40,29.905822779999998
2025-07-02 12:50:00,12:50,29.99088608
2025-07-02 13:00:00,13:00,29.966582279999997
2025-07-02 13:10:00,13:10,29.88151899
2025-07-02 13:20:00,13:20,29.76
2025-07-02 13:30:00,13:30,29.2921519
2025-07-02 13:40:00,13:40,29.14025316
2025-07-02 13:50:00,13:50,28.872911390000002
2025-07-02 14:00:00,14:00,28.672405060000003
2025-07-02 14:10:00,14:10,28.50227848
2025-07-02 14:20:00,14:20,28.684556960000002
2025-07-02 14:30:00,14:30,28.61772152
2025-07-02 14:40:00,14:40,28.63594937
2025-07-02 14:50:00,14:50,28.556962029999998
2025-07-02 15:00:00,15:00,28.72101266
2025-07-02 15:10:00,15:10,28.696708859999998
2025-07-02 15:20:00,15:20,29.04911392
2025-07-02 15:30:00,15:30,29.2556962
2025-07-02 15:40:00,15:40,29.01265823
2025-07-02 15:50:00,15:50,29.09164557
2025-07-02 16:00:00,16:00,29.030886080000002
2025-07-02 16:10:00,16:10,29.2678481
2025-07-02 16:20:00,16:20,29.48050633
2025-07-02 16:30:00,16:30,30.16101266
2025-07-02 16:40:00,16:40,31.01164557
2025-07-02 16:50:00,16:50,31.02987342
2025-07-02 17:00:00,17:00,32.39088608
2025-07-02 17:10:00,17:10,33.685063289999995
2025-07-02 17:20:00,17:20,35.65974684
2025-07-02 17:30:00,17:30,38.187341769999996
2025-07-02 17:40:00,17:40,40.64810127
2025-07-02 17:50:00,17:50,41.565569620000005
2025-07-02 18:00:00,18:00,41.64455696
2025-07-02 18:10:00,18:10,41.81468354
2025-07-02 18:20:00,18:20,41.76607595
2025-07-02 18:30:00,18:30,41.75392405
2025-07-02 18:40:00,18:40,41.80860759
2025-07-02 18:50:00,18:50,41.69924051
2025-07-02 19:00:00,19:00,41.28
2025-07-02 19:10:00,19:10,41.58379747
2025-07-02 19:20:00,19:20,41.851139239999995
2025-07-02 19:30:00,19:30,41.60810127
2025-07-02 19:40:00,19:40,41.395443039999996
2025-07-02 19:50:00,19:50,41.27392405
2025-07-02 20:00:00,20:00,40.93974684
2025-07-02 20:10:00,20:10,41.24962025
2025-07-02 20:20:00,20:20,41.3164557
2025-07-02 20:30:00,20:30,41.182784809999994
2025-07-02 20:40:00,20:40,41.06126582
2025-07-02 20:50:00,20:50,40.83037975
2025-07-02 21:00:00,21:00,40.83037975
2025-07-02 21:10:00,21:10,40.3564557
2025-07-02 21:20:00,21:20,39.79746835
2025-07-02 21:30:00,21:30,39.11696203
2025-07-02 21:40:00,21:40,38.56405063
2025-07-02 21:50:00,21:50,38.10227848
2025-07-02 22:00:00,22:00,37.79240506
2025-07-02 22:10:00,22:10,37.117974679999996
2025-07-02 22:20:00,22:20,36.21873418
2025-07-02 22:30:00,22:30,35.19189873
2025-07-02 22:40:00,22:40,34.754430379999995
2025-07-02 22:50:00,22:50,33.909873420000004
2025-07-02 23:00:00,23:00,32.785822780000004
2025-07-02 23:10:00,23:10,31.91696203
2025-07-02 23:20:00,23:20,30.2521519
2025-07-02 23:30:00,23:30,29.34683544
2025-07-02 23:40:00,23:40,28.59341772
2025-07-02 23:50:00,23:50,27.77924051
2025-07-03 00:00:00,00:00,26.66126582
2025-07-03 00:10:00,00:10,26.15088608
2025-07-03 00:20:00,00:20,25.43392405
2025-07-03 00:30:00,00:30,24.947848099999998
2025-07-03 00:40:00,00:40,24.54075949
2025-07-03 00:50:00,00:50,23.88455696
2025-07-03 01:00:00,01:00,23.42278481
2025-07-03 01:10:00,01:10,23.22227848
2025-07-03 01:20:00,01:20,22.766582279999998
2025-07-03 01:30:00,01:30,22.36556962
2025-07-03 01:40:00,01:40,22.09822785
2025-07-03 01:50:00,01:50,21.946329109999997
2025-07-03 02:00:00,02:00,21.691139240000002
2025-07-03 02:10:00,02:10,21.5756962
2025-07-03 02:20:00,02:20,21.50278481
2025-07-03 02:30:00,02:30,21.33265823
2025-07-03 02:40:00,02:40,21.05924051
2025-07-03 02:50:00,02:50,21.06531646
2025-07-03 03:00:00,03:00,20.98025316
2025-07-03 03:10:00,03:10,20.93164557
2025-07-03 03:20:00,03:20,20.65822785
2025-07-03 03:30:00,03:30,20.22683544
2025-07-03 03:40:00,03:40,20.22075949
2025-07-03 03:50:00,03:50,20.33012658
2025-07-03 04:00:00,04:00,20.20253165
2025-07-03 04:10:00,04:10,19.98987342
2025-07-03 04:20:00,04:20,19.98987342
2025-07-03 04:30:00,04:30,20.08708861
2025-07-03 04:40:00,04:40,20.12962025
2025-07-03 04:50:00,04:50,20.29974684
2025-07-03 05:00:00,05:00,20.39088608
2025-07-03 05:10:00,05:10,20.50025316
2025-07-03 05:20:00,05:20,20.75544304
2025-07-03 05:30:00,05:30,20.98632911
2025-07-03 05:40:00,05:40,21.454177220000002
2025-07-03 05:50:00,05:50,22.12253165
2025-07-03 06:00:00,06:00,22.954936710000002
2025-07-03 06:10:00,06:10,23.605063289999997
2025-07-03 06:20:00,06:20,24.25518987
2025-07-03 06:30:00,06:30,24.656202529999998
2025-07-03 06:40:00,06:40,24.552911390000002
2025-07-03 06:50:00,06:50,24.60759494
2025-07-03 07:00:00,07:00,24.534683540000003
2025-07-03 07:10:00,07:10,24.66227848
2025-07-03 07:20:00,07:20,24.534683540000003
2025-07-03 07:30:00,07:30,24.15189873
2025-07-03 07:40:00,07:40,23.81164557
2025-07-03 07:50:00,07:50,23.532151900000002
2025-07-03 08:00:00,08:00,23.88455696
2025-07-03 08:10:00,08:10,24.52253165
2025-07-03 08:20:00,08:20,24.87493671
2025-07-03 08:30:00,08:30,25.25164557
2025-07-03 08:40:00,08:40,25.871392410000002
2025-07-03 08:50:00,08:50,26.46683544
2025-07-03 09:00:00,09:00,27.135189869999998
2025-07-03 09:10:00,09:10,27.99797468
2025-07-03 09:20:00,09:20,28.107341769999998
2025-07-03 09:30:00,09:30,28.41721519
2025-07-03 09:40:00,09:40,29.085569619999998
2025-07-03 09:50:00,09:50,29.38329114
2025-07-03 10:00:00,10:00,30.057721519999998
2025-07-03 10:10:00,10:10,30.7564557
2025-07-03 10:20:00,10:20,30.93265823
2025-07-03 10:30:00,10:30,31.27291139
2025-07-03 10:40:00,10:40,31.84405063
2025-07-03 10:50:00,10:50,32.28151899
2025-07-03 11:00:00,11:00,32.74936709
2025-07-03 11:10:00,11:10,32.974177219999994
2025-07-03 11:20:00,11:20,33.00455696
2025-07-03 11:30:00,11:30,33.217215190000005
2025-07-03 11:40:00,11:40,33.33265823
2025-07-03 11:50:00,11:50,33.11392405
2025-07-03 12:00:00,12:00,33.16860759
2025-07-03 12:10:00,12:10,33.75189873
2025-07-03 12:20:00,12:20,34.01924051
2025-07-03 12:30:00,12:30,34.116455699999996
2025-07-03 12:40:00,12:40,34.468860760000005
